,Unnamed: 0.1,Unnamed: 0,class,tweet
740,3278,3278,1,go pray in a church or something fag no one cares about your religious bullshit
741,3280,3280,1,that band is white trash and only white trash would buy that album
742,3285,3285,0,she was always a pathetic mutt desperately seeking attention a purpose no matter what jp writes that will never change
743,3292,3292,1,julie tell them crybaby blacks to get someone blk and dress them up white facedniggers always whining
744,3293,3293,0,jayz and bey they will never bejus trash
745,3303,3303,0,new showthursdays with jinxy broadcast from the moon its made of chunky blue cheese you know
746,3304,3304,0,soo what you putting on those crackers gregg
747,3310,3310,1,haha ight nig calm yoself
748,3315,3315,1,fucking block your white ass because you try to start shit like a fucking queer so fuck you nigga
749,3316,3316,1,ight nigga haha fucking queer has to clear his schedule
750,3318,3318,1,roid rage much faggot
751,3321,3321,0,goh d anoniemeaso meeting heeft weer pauzenog steeds niet bij hoofdstukhoe haal ik mn id
752,3325,3325,1,legit retard
753,3326,3326,0,i never really rocked with the white sole i feel ya bro but these my favorite foam of all time
754,3330,3330,0,bc is trash why would he lie about that i told you hes real
755,3333,3333,0,i wonder if the progs didnt relegate young black men to the ghettos to keep them away from harry reids friends
756,3342,3342,0,interesting hick
757,3345,3345,0,trash
758,3348,3348,1,they want what i got i want what they got americathey got the word nigger i want it to
759,3350,3350,0,altyd zo geweest hoe vaak men ook zegtdit nooit meerlozewoordenpuntjebijpaaltje vertonen z dierngedrag
760,3352,3352,0,ill ask you same question do you support border jumpers do you support illegals
761,3354,3354,0,and plus its trash talk you should know that especially with ole miss
762,3356,3356,1,im jus tryna vaca away from the niggers bro
763,3363,3363,1,sion is a faggot very meh ganks and his ganks are still pretty meh hes just a tank nothing special imo mao
764,3365,3365,0,omg i dont even know where kimlau sq isi would been likelook a bird then ran for the hills lol
765,3367,3367,0,lemme guess you wore the hilly hicks sweatsleggings
766,3369,3369,1,your low info redneck dumbasses vote for these corporate shills that idiots like you believe dummies
767,3370,3370,1,move out of our country teabaggers
768,3381,3381,0,blessjesus amos can two walk together unless they are agreed differentlevels
769,3382,3382,1,those god damn chinks
770,3389,3389,0,well he canonically plays the troll equivalent of pokemon throws the new fairy type at him
771,3390,3390,0,amen on this tweet mm rockets from victor charlie leave a lasting impression
772,3398,3398,1,niggerfood niggerperson you are a nigger
773,3400,3400,1,ok wat ever u say whitey u prolly never even seen shaft
774,3401,3401,1,shut up lizard faggot nigger cunt
775,3403,3403,0,what about yellow spots
776,3404,3404,1,ya i know all the slang im racist i porch monkies
777,3405,3405,0,your pet zebra stripey
778,3407,3407,1,if the faggots can have a page y cant theyfaggots offend me more than them
779,3408,3408,1,im american dont give shits about the beaners ship them beaners back
780,3409,3409,0,looks like any other little porch monkey to me
781,3411,3411,1,y dont that bitch just shoot herself so sick of all those whores
782,3417,3417,1,that was so gay and i was tanning bitch juvie made me white
783,3421,3421,0,bout to be in ike a couple hours
784,3428,3428,1,happy cuz i woke up white and not a nigger
785,3431,3431,1,nigger
786,3434,3434,0,i wonder if i have my very own nsa spook following me by now
787,3442,3442,0,letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu n emoto ill egg god
788,3443,3443,0,i wonders why dare aint no colored folk up dare
789,3448,3448,1,can you speak one coherent sentence without sounding like a nig seriously
790,3449,3449,1,it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao
791,3451,3451,0,i aint to show bout dem colored diamonds you talk about on da radio any diamond you gets from a colored be stolen
792,3459,3459,0,hey u just followed me not long ago gonna nip that in da bud like ur bio tho u know the white devils stole our our
793,3464,3464,1,ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch i can fix my grammar but u still fat
794,3467,3467,0,you look like flappy bird
795,3469,3469,0,they call me yellow bone
796,3470,3470,1,thats not even a real word must have hit a blunt and started making up shit with your nigger ass lol
797,3478,3478,1,done that spell check we know you meant fat liberal dyke feminist nazi bitches
798,3481,3481,0,whats it say i see bird in it lmao
799,3489,3489,0,guess whos eating cracker b without you
800,3496,3496,1,you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a twitterhoney
801,3497,3497,0,bread in general aint too good for yabut honky bread the
802,3501,3501,1,randies are fags
803,3503,3503,1,just fuckin roasted this faggot
804,3508,3508,1,we should hang out ovenjew have a lot in common people waste time on nigs jews r r problem
805,3510,3510,0,quickscoping trash take of the tony hawk setup and play normally thats not what snipers are for
806,3511,3511,1,that should read suck on my bacon encrusted middle finger muslim twats
807,3516,3516,0,half jar of marmalade shaved monkey saran wrap mini horse give your best scene askkevin
808,3518,3518,0,all trash to me
809,3519,3519,0,august is trash
810,3525,3525,1,yourself faggot buy a dictionary
811,3526,3526,0,looks like you took a red marker and colored on your leg
812,3531,3531,0,you tryin to say ofay
813,3532,3532,1,you can always gets da colored folk back in da cage wit da kfc
814,3533,3533,0,dink now uknow thats not true
815,3538,3538,1,nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
816,3550,3550,1,butcountry music listeners really are hicks and alcoholics
817,3553,3553,0,looks prime for some trash pick up
818,3554,3554,1,and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile
819,3557,3557,1,niger
820,3559,3559,1,im partial faggothomoboth fairly describes the same sick twisted assholes out there
821,3562,3562,0,i dont think they believe in their communities ability to function wout whitey they choose to be hustled by big govt
822,3563,3563,1,what do you want fag
823,3564,3564,1,your a fag
824,3567,3567,1,shut up you stupid bitch
825,3570,3570,0,i took it harder when rivera retired im not a yankee fan but i have a lot of love and respect for em especially the core
826,3571,3571,0,my pops is from new york my family is yankee obsessed my sister literally cried when she heard he was gonna
827,3573,3573,0,or your in the ghetto
828,3586,3586,0,and you know best about the bird moves
829,3591,3591,1,fag
830,3593,3593,1,you dont know shit about me faggot bitch
831,3596,3596,1,fag
832,3597,3597,1,faggot
833,3598,3598,1,not funny u faggot
834,3600,3600,1,ur brother looks so queer and ugly
835,3604,3604,0,ltltbest name on twitter ever aka jewbaccaltltsecond best name on twitter
836,3606,3606,0,thats energy the city is electric gotta go to yankees stadium when they are winning it is truly electrifying
837,3611,3611,1,i remember his nephew lucas crying and dan saying quit being such a pussy and grow a pair or something dans so funny
838,3631,3631,0,no song ive heard was good is what i mean by hes trash
839,3634,3634,1,good leave you stupid faggot
840,3635,3635,1,huh lol mad nigger is mad
841,3644,3644,0,did you say spray tan charlie crist switches back to republican
842,3647,3647,0,its also a bird a city and a math theorem i make no assumptions
843,3657,3657,1,lmao madonnas music sucks yeah youre fucking stupid if you think gaga is better retard
844,3660,3660,1,happy birthday faggot
845,3664,3664,1,and how am i assume shit hmm cuz u dont know what fuck u talking about crackers these days
846,3665,3665,0,tranny
847,3672,3672,1,i guess blaspheme to your allah is ok if your pos muzzie huh
848,3673,3673,1,sit down and stfu raghead
849,3677,3677,1,sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag
850,3683,3683,0,trash aint it
851,3684,3684,0,like their players really been talking trash about bama
852,3687,3687,0,no good options left indeed this president makes jimmy carter look like a piker so sad
853,3689,3689,0,hes definitely trash but if bill cohwer or stanford s head coach want the job id hire them with a new gm of course
854,3694,3694,0,thuggery cheating talking trash whos doing that besides jameis and isnt nd in the middle of cheating issues
855,3695,3695,0,i didnt really have one was aware of yankees but always loved dodgers uniform
856,3696,3696,0,yep sobsi got my hopes up when a couple of the national guys including that kipermcshay mock had him slipping
857,3699,3699,1,damn took this dumb spic nearly days to respond wuz really good tho beaner
858,3700,3700,1,shut yo beaner ass up spic and hop your faggot ass back across the border little nigga go listen to some pitbull
859,3701,3701,0,it always looks so nice i was gonna buy this yellow one
860,3716,3716,0,elissa would call me trash vile etc
861,3717,3717,0,get a can of wasp spray it shoots out feet and cheaper than bear spay or mace works just as good
862,3720,3720,1,fuck u nigger
863,3728,3728,0,hoes
864,3736,3736,0,lmao it bel ike that nowadays
865,3744,3744,0,oh but those last few that did charlie wilma jeanne
866,3751,3751,1,is an evil hate whitey racist who thinks delbert belton deserved it
867,3759,3759,1,ugly nigger
868,3762,3762,0,i starting laughing worked outnot bc i think its funny that you workthrows phone in trash over butchered subtweet
869,3769,3769,0,lmao girlllaaaa i dont like em chunky
870,3778,3778,1,gotta love it when the islamofascist cow tries to make a retort about age typical muzzie idiocy
871,3781,3781,0,i feel the same way about the bigotry and racism of using the word redskins
872,3783,3783,0,yellow shirt hat turnt to da side
873,3784,3784,0,along with the french blue and buggs bunny viis and the oreo ivs
874,3786,3786,0,do u still have ur blk pom
875,3791,3791,0,he now resides on the mantle piece
876,3792,3792,0,certainlt not the paddies
877,3793,3793,0,man city and the yankees have got together to form the mls clubthey begin playing in
878,3795,3795,0,not taking franks advice and he ate the yellow snow
879,3797,3797,0,the spear chuckers are flooding into upton park
880,3798,3798,0,yankees beat then in the grapefruit league the other day
881,3799,3799,0,yankees playing tonight in the game of the current series against the diamondbacks
882,3800,3800,0,you rememberit used to be funny coloured paper
883,3801,3801,1,nahh whatever you are spook or spic i still dont like you good day
884,3805,3805,1,so if your and in high school you dont have your own house you fucking faggot
885,3812,3812,0,i like him but i really doubt he even plays we already got a lot in the big man rotation committed to bosh bird mcbob shawne
886,3815,3815,1,because ians retarded
887,3827,3827,0,io lol osi tangi haha a tuku ho tangible terryn atunga ho fie lea lahi mai
888,3833,3833,0,song trash
889,3835,3835,1,i got a dyke wit a child as whse mgr and she jus hired another girlboy dis week
890,3839,3839,0,carne asada gallo pinto tajadas verde queso frito and a salad with milca
891,3844,3844,1,u pulledthat queer shit as spon as u put no homo lol
892,3846,3846,0,go yankees
893,3852,3852,0,homemade angel food yellow cake with halfinch chocolate frosting devils food to die for pecan pie
894,3853,3853,0,i was gone once dog ran a coon up the transformer pole she picked it off with one shotand still had electricity
895,3855,3855,0,why were there penguins and a bird in the puppy bowl
896,3858,3858,0,i volunteer to be guinea pig and help test it out
897,3860,3860,1,i have never seen such ignorant illiterate pieces of shit in my life bring in natl guard disperse this trash
898,3861,3861,0,well pee is oft yellow
899,3869,3869,1,fucking losers wetbacks sorrynotsorry
900,3871,3871,0,so you about to purpose to charlie
901,3873,3873,0,her face ugly to me her nudes were trash
902,3875,3875,0,my fault it sound like it fucc nicca
903,3883,3883,0,statement of the day ppl who are even dumber than he is the ole birds of a feather type of deal
904,3884,3884,0,our disco we used for disaster recovery was an awesome brownie points to how well built they are most extreme conditions
905,3885,3885,0,charlie day
906,3902,3902,1,now we have a ebloa case in texas if we kill all the niggers we might be safe
907,3906,3906,1,idk you into mouthy spics on welfare with kids and baby daddys
908,3907,3907,0,your a big yute to be having slits in your brows my darg lol drop it out
909,3909,3909,0,and the yankees gave you a win happy birthday
910,3911,3911,1,i dont bend that way queer thanks for the offer its flattering
911,3912,3912,1,go back to nigeria faggot
912,3918,3918,0,ive only like about pairtheyre overpriced trash
913,3919,3919,0,naw im trash keep ya pity
914,3921,3921,0,two birds with one stone biggs
915,3923,3923,0,hey teabagger the benghazi thing is a joke benghazis under bush no hearings more on benghazi than real attack
916,3927,3927,1,youre a coon
917,3930,3930,0,i want some clams on the half shell
918,3931,3931,0,you date colored men
919,3944,3944,0,dont trash jerseyodds areyou wouldnt last minutes around here go back to watching barney
920,3945,3945,0,bwahaaaa i just choked on an oreo cookieim figuring this may have something to do with it
921,3950,3950,0,its retarded ignore the harlem shake fad and hope it goes away soon
922,3952,3952,1,yeah me too my people the women laff at the set apart men they love the real niggas or niggers
923,3954,3954,1,they have mix not all are retards aap is maoists terroristscongies and delusional retards
924,3960,3960,0,a box full of yellow crayons
925,3962,3962,1,hey aklve im taking out the black ghetto trash youre blocked nigger
926,3965,3965,0,what did i prove for you that youre blissfully ignorant group thinker political chump and race traitor
927,3966,3966,0,yellow bone be oh so easy wit da name callin b
928,3974,3974,0,i just wanted brownies man
929,3975,3975,0,ill trade you one car drift for brownies
930,3979,3979,0,but seriously its the only reason i use a mega whatsoever pure favoritism also those sweet fuzzy wings
931,3984,3984,0,lol i already made it im waiting on my brownies to finish
932,3994,3994,0,its supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass
933,3995,3995,0,i dont suck tho youre just mad because youre trash and i carried you you always had points
934,3999,3999,0,youre saying zebras are goth
935,4001,4001,0,im not trying to be critical but jr literally looks like he just ate a pot brownie got off a couch and put on his gloves
936,4005,4005,0,i hope you get better soon colds are for the birds
937,4010,4010,0,welcome back b without your daily rants my tl was trash af
938,4012,4012,0,be my guest i want to be a bird i think
939,4015,4015,1,to was a faggot crybaby
940,4030,4030,1,you a fag b
941,4032,4032,0,tegenwoordig weet je ook al niet wat voor vlees je eetvoor je t weet is t zebra of een aap
942,4035,4035,0,cant the yankees make some last weeks moves
943,4036,4036,1,anything to trash this black president
944,4045,4045,0,you mean the one i colored with crayons isnt copacetic
945,4046,4046,1,you know what you did you faggot there are literally thousands of people that have you on their radar homo
946,4047,4047,0,his do not until playoffs but luckily this means that any future kid will definitely root for the yanks priorities
947,4048,4048,1,geta life faggot
948,4059,4059,1,your a cunt
949,4060,4060,0,the grass is greener on the other side of the fence of course its also a soggy septic field
950,4061,4061,0,the yankees of football was the funniest part of your latest video sincerely all of pittsburgh
951,4062,4062,0,reason i didnt order a shirt taffy will know where i live and he would probably find me and stab me
952,4063,4063,0,means trash lol
953,4065,4065,1,shut your legs hoe
954,4066,4066,0,interested just wanted to see a better pic of the soles
955,4076,4076,1,shit your ass and shabbat your moms pussy u jew bastard ur times coming heil hitler
956,4077,4077,0,i thought i was the ghetto word for babe
957,4089,4089,0,thank you again mick
958,4092,4092,0,u look like that fat kid on charlie walker the that got stuck it the chocolate tube
959,4102,4102,0,have her learn the first seconds of flesh and the power it holds death that riff would be cool for a bird to do lol
960,4108,4108,0,would be perfect wa graham cracker flavored bun or a maple dougnut bar
961,4110,4110,0,oh me too pain meds just made my brain fuzzy and though banjo kazooie for a sec
962,4115,4115,0,all that trash talk and we win chionships youre boring me dude nationalchs
963,4117,4117,1,shut up coon
964,4122,4122,0,thanks for the follow guys im enjoying a cold yellow belly right now
965,4123,4123,1,i dont follow you because everything about your company is white trash
966,4124,4124,1,you really seem to love sandusky weirdo ur a creepy ass cracker
967,4125,4125,1,stop trolling me u creepy ass cracker
968,4126,4126,0,ltlt closet muzzie
969,4128,4128,0,your mind is free and your soul satan will present to u in his kingdom the things that mock u stay strong in yahshua
970,4129,4129,0,hello dare momma i show glad dat u follow me u lbe screamin hot in dem pitchers you eva b wit colored men
971,4130,4130,1,she be what we say in da hood white trash
972,4131,4131,1,whitey gots to pay fo da preparations
973,4135,4135,0,starts making monkey faces behind you
974,4136,4136,0,that pic with the red bone in braids and that tiger in the back for sale
975,4137,4137,0,teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism
976,4138,4138,0,looking at the royals and wondering what could have been if we didnt decimate the yankee farm system
977,4142,4142,0,you look like a monkey
978,4145,4145,0,sheeze a yellow bone
979,4153,4153,1,i wasnt serious bitch bitch them niggas i named aint fuccing witcho ass we all just making shit up
980,4156,4156,1,i swear to god nigger you better still hang with me before work you got my hype
981,4157,4157,1,do you work today niglet
982,4166,4166,0,if nbc has elected you to be a spokesman for nbc they are in a lot of trouble i and friends will no longer watch nbc
983,4172,4172,0,as ingt nature biologygt dogs dont eat each other as much as birds do not everything is as it seems in human terms
984,4174,4174,0,im a proud wacko bird how bout you
985,4178,4178,1,ugly gay nigga bitch fucking peace of shit
986,4179,4179,1,yall is coons n uncle toms
987,4182,4182,1,fuck you stupid ass coward ass punk bitch faggot ass racist piece of shit punk bitch aint worth my time
988,4192,4192,0,of us decided to drink everclear and go to a yankees game only two made it to their seat
989,4194,4194,0,when mary asked him about it said the part you eat is whiteyou throw the yellow away
990,4202,4202,0,wow i can put slit trophies against u in those
991,4208,4208,1,only one problem theres a no pussies allowed sorry
992,4215,4215,0,random thought if a bird crossing the path of a fg try were impacted by ball causing it to deflect off course rekick or miss
993,4216,4216,0,thirsty giants are always like ho ho ho
994,4221,4221,1,lmao nigga shoulda said i would be balless bc dat cold bitch wont stop blowin meswaagg
995,4222,4222,0,yeahcause if anyone thinks this clown went to to buy oreos is as stupid as all of them look
996,4223,4223,0,ugh put one dead center off him
997,4224,4224,0,dat damn dog eats betta den most colored folk do
998,4226,4226,0,i be wishin you was local i takes you to da yankee game and spoil you
999,4227,4227,0,i gots to be bein colored and all
1000,4229,4229,0,you never survive in da colored hood
1001,4231,4231,1,hey fag i said this was your aunts he said it was you
1002,4232,4232,0,i likes da yankees
1003,4233,4233,0,its perfection my brain crossed wires or something i dont know why i came up with concentrationmaybe the ghetto one
1004,4244,4244,0,purple monkey
1005,4248,4248,1,jews and white race traitors have to be swept clean so the aryan race can survive
1006,4253,4253,0,i feel that i see nothing wrong with the gta killing bc its not the sole purpose of the game
1007,4254,4254,0,u still a mutt tho lol
1008,4255,4255,0,y u not on the monkey bars too lol
1009,4261,4261,0,sowhite people selling african art not cool okay blackish redskins doublestandard
1010,4264,4264,1,big fucking dealcry baby niggers
1011,4270,4270,0,chug pee
1012,4273,4273,1,what did you search gay redneck episode play
1013,4278,4278,0,nip im tryna buy a copy of crenshaw but your website is down let me know something
1014,4283,4283,0,i cant wait for the day they take them be a boon for the entire nation
1015,4285,4285,0,is so excited about his red velvet brownie
1016,4286,4286,0,if they trash in yr or hell waive it lol
1017,4287,4287,0,charlie browna christmas storyrudolph but only because of the island of misfit toys
1018,4292,4292,0,birds of a feather flock together yall
1019,4298,4298,1,your getting blocked faggot
1020,4299,4299,0,i like brownies
1021,4300,4300,0,soo when we hanging out and makin brownies
1022,4306,4306,1,just like a nig to come home when ever they want
1023,4314,4314,0,lemme just throw a in it hows the tranny
1024,4315,4315,1,look at this nigger ass nigger shit right here
1025,4319,4319,0,basic trash
1026,4325,4325,1,niggers
1027,4330,4330,0,naah da twitter bird
1028,4331,4331,1,dont tell me what to do fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot
1029,4332,4332,1,kill yourself ugly ass monkey looking shit
1030,4336,4336,0,that matters
1031,4337,4337,0,you should check it out it aint animated and has charlie murphy in it
1032,4338,4338,1,yes im white washed because i dont go around repping my hood and saying a bunch of ignorant nig terms
1033,4352,4352,0,in the trash
1034,4356,4356,1,fuck you fag
1035,4357,4357,1,fuck you niggah you gay lol
1036,4370,4370,0,overpriced complete trash not even debatable
1037,4376,4376,0,i need some clams on the half shell down here all you can get is deep fried clam necks
1038,4378,4378,1,it was paul mccartney faggot
1039,4387,4387,0,you and me having twitter bird shaped pancakes that would just be a start
1040,4389,4389,1,fuckin muzzie cunts should all be deported savages
1041,4391,4391,1,screw the ragheads
1042,4394,4394,1,you fuckin yankees ill be there in months ill meet you pussy
1043,4395,4395,0,nah some honkey lookin dude at chr
1044,4396,4396,1,dryer then them bad ass eyes of your fag
1045,4401,4401,0,exactly by folks who cant favor to get into that lovely old stadium
1046,4402,4402,0,i miss nyc nashville needs a pro al team the closest is kc or ta thats pretty bad the south is nl
1047,4403,4403,0,i miss the pizza the passion
1048,4404,4404,0,oh yeah and the annoying damn duck calls they outta be banned duck horns
1049,4405,4405,0,just getting in i hope so cause they stunk it up last night
1050,4408,4408,0,hahaha chunky goalkeeper makes a save with his stomach
1051,4409,4409,0,i prefer zebra visually didnt know about lesser costs
1052,4410,4410,0,love hbirds used to feed them when i lived in wa state hv them on mtn in sore
1053,4411,4411,0,someone gave me a nip of baileys irish cream coffee what can i use it withsuggestions
1054,4412,4412,0,i understand how weak to give anything to jeter when the astros barely have any history with the yankees
1055,4416,4416,0,too make up for your yellow chompers candyass
1056,4419,4419,0,hey do you have that screen shot of djks wiki page being updated regarding the trash can incident
1057,4422,4422,1,back up faggot
1058,4426,4426,0,yung nakalagay sa second page ng handout na may closed ended questions etc tapos lalagay sa yellow pad
1059,4429,4429,1,new york niggas quick to take off on a bitch in public boy lol
1060,4434,4434,0,typical hitchens type atheist and was watching a doc on how hollywood hates god ready to mock it
1061,4438,4438,1,fucking coon
1062,4440,4440,0,would not spend my money on trash like that
1063,4441,4441,1,fuck your mother faggot
1064,4442,4442,1,i dont hate that he blew up from like a hipster but i hate the faggots who say they love his music based off his worst
1065,4445,4445,0,ho no without ur vote we lost the election is taking oath as pm today
1066,4447,4447,0,yeahi dont think its about injuns i think redskins is about politics and alcoholism in washingtondc
1067,4448,4448,0,my current favorite line is shea moisture its at target and cvs great for dry curly andor colored hair
1068,4451,4451,1,you retarded bruh lol
1069,4452,4452,0,strawberry shortcake stacked with whipped cream yellow spungecake sliced strawberries freshly picked from the farm w my kids
1070,4459,4459,0,naw i juss like making you a lil mad i have been gone for too long tho i hate the
1071,4462,4462,1,hes a lying faggot he used inspect element to change the number of dollars in his account
1072,4477,4477,0,yeah he definitely wasnt the same guy who fought lara but he cuts the ring off well which should be a huge boon to canelo
1073,4478,4478,1,dumb haitian fake black faggots go to haiti and neck yourself
1074,4479,4479,1,lmaoo what a fag
1075,4482,4482,0,word do any of ur decisions include anchor feather infinity sign bird
1076,4483,4483,0,in that picture yes i havent had an updated pic added the angel wing is colored now too and thanks represents what i am
1077,4489,4489,0,the only thing better than a bargain is a yankee bargain
1078,4493,4493,0,get some money and stop playing that old trash
1079,4497,4497,0,the hunters anthem goes al goreing we will go hi ho the dairy o al goreing we will go
1080,4504,4504,0,man what about wilson being the black qb to win a chip talkn about trash talk no shine for russell
1081,4511,4511,0,hats on us not trash tho lol
1082,4512,4512,1,fuck those faggots
1083,4514,4514,1,i agree my fellow cracker
1084,4518,4518,1,you are full of it these so called children are not children they are illegal border jumpers ms gang members
1085,4519,4519,1,and the only band that sucked worse live is those fags guns poses
1086,4525,4525,0,i think most rpgs are for the birds i aint no bird brain yo
1087,4527,4527,1,i likes dat name dem sand niggers needs to know dare place in da pecker order
1088,4528,4528,1,jesus i would love to do that and more to those muzzie torturers fucking animal savages
1089,4533,4533,0,ughand lemme guess they have yellow cake too heard this story before
1090,4534,4534,1,im not a fag gtfo
1091,4548,4548,1,so your a nigger fighter huh
1092,4552,4552,1,no ur wrong stupid nigger
1093,4554,4554,0,thanks now go clean that trash can ya lil nasty lol
1094,4557,4557,0,do you know how good hohos are at answers you havent given up all your hohos whoa
1095,4566,4566,0,yeah we know about angloamerican principlesslavery hate racism
1096,4567,4567,0,not just gave a trash nonbasketball soundtrack yall still have problems with servers
1097,4568,4568,0,dawg you so trash your momma got charged with littering when she dropped you off for school
1098,4572,4572,1,lmao soft ass nigga trying to act all tough you a little bitch sit down and watch from the sidelines pussy
1099,4576,4576,0,dat was charlie
1100,4580,4580,0,green bananas are better then yellow ones too
1101,4581,4581,0,lets not forget the fact that everyone and their mother has yellow fever
1102,4582,4582,0,asains had to take the wu tang clan the draft was suppose to be for half breed like me and fallinginthedraft
1103,4585,4585,1,faggot sack
1104,4593,4593,0,ok chill love bird lol
1105,4594,4594,1,whooooo chelsey fuck her lol she juss a bitch
1106,4595,4595,1,bruh we can finally roll like rednecks drug dealers
1107,4598,4598,1,well hes a cunt and he can suck my ass
1108,4602,4602,0,fuzzy dice might be the nicest thing you could put in your car lol
1109,4603,4603,0,trash smh game rigged bumgarner took roids
1110,4607,4607,1,youre such a faggot
1111,4608,4608,0,cracker jack work cdc did ya think of checking the plane full of people
1112,4609,4609,1,why ur profile a one armed nigger
1113,4614,4614,0,lester tried to eat your bird
1114,4615,4615,1,you tell me coon
1115,4616,4616,0,but is not even a blogger he doesnt have the moxy or credentials to do anything by himself and create a brand
1116,4618,4618,1,happy birthday nicca do coon shit in a responsible way
1117,4620,4620,0,i just noticed you guys called me a jiggaboo
1118,4625,4625,0,hopefully not back in da ghetto
1119,4626,4626,0,lol find a redneck from oakleaf to take you
1120,4628,4628,0,maam did you clear that tweet with the careful they may brand you race traitor for the nerve of
1121,4629,4629,0,your opinion plz when election over will there be any improvement or will bo still be allowed to trash america
1122,4631,4631,0,in this world we dont spank the monkey the monkey spanks us
1123,4636,4636,0,get me a bag of those pink n white coloured van sweets please thanks dude
1124,4638,4638,1,whats your youtube channel then faggot
1125,4644,4644,0,yall gots to take da colored vacation kentucky fried chicken but only da white meat
1126,4645,4645,1,i wouldnt be proud that faze is in your family hes horrible for one and two hes ugly trailer trash fazeisgay
1127,4657,4657,1,oh woulda coulda shoulda ass niggas bitch ass nigga what u bout oh ban wagging ass nigga catch your phase
1128,4659,4659,0,yeah and youre gonna play with retards who wanna do drugs all day but
1129,4662,4662,0,photos kate upton cheers on the yankees at last nights game
1130,4665,4665,1,eye witness joel is a faggot
1131,4667,4667,0,dont think anyone is mocking the man ive seen people mock the bespectacle of social media mourning cultural zeitgeist of
1132,4670,4670,0,i seeing ppl saying running a train on a bird and a parry is the same thing but das not what i knowso looking for clarity
1133,4671,4671,0,i thought he would think it was cuteyou know like when you shut your clam up for minutes dunce
1134,4673,4673,0,im redneck crazy
1135,4674,4674,0,and i believe we all evolved or whatnot but i find it hard to believe that we all came from apes
1136,4675,4675,0,just pulled out his pocket constitution bring it man just mocked mccains wackobirds comment hahaha standtall
1137,4677,4677,1,faggot
1138,4687,4687,1,okay closet fag
1139,4692,4692,0,ok so for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small african child
1140,4694,4694,0,lmao dude you said we would get no commitment from saudi arabia or jordan how does crow taste more proof you are full of it
1141,4698,4698,1,ya fag
1142,4699,4699,0,a bright neon yellow gauntlet
1143,4701,4701,1,ahmed and retard mikey for special olympic boxing
1144,4710,4710,0,there is a bird here on the ground and its still alive i cant believe it
1145,4714,4714,1,das calld usen yo brain retard y would i whoop yo ass n front of da police
1146,4715,4715,1,i can guarantee a few things youre white youve never been anywhere near a real ghetto you or a relative is a pig
1147,4723,4723,0,hey hun
1148,4725,4725,1,best believe we aint no christian slave brainwash black spooks miss white man unlike yoself she devil
1149,4726,4726,1,at the end of the day they call yo dumb ass monkey pickananny hoe but u luv them white devils
1150,4728,4728,1,will convince u that is a lame you a nigger liver believes it cuz you a nigger whore
1151,4729,4729,1,i dont give a flying fuck what a teabagger piece of human garbage like you thinks
1152,4730,4730,1,you are a teabagger scum who wants to threaten people with his penis extender you are a danger to this country
1153,4732,4732,0,is out of wedlock births a lie latinos in place mostly driven up by illegal aliens w anchor babies
1154,4734,4734,1,if only there was a medal for that we hate fags but we wont kill them medal thank u for the privilege to let fags live
1155,4738,4738,0,that was my mock done on a simulator check it out pick your team how many rounds and go for it
1156,4739,4739,0,she colored not lebanese
1157,4740,4740,1,shame of you selfhating kike we jews are gds chosen people
1158,4741,4741,1,you call house nigger and shes the racist fathom the hypocrisy in that statement
1159,4744,4744,0,are you sure about that slant theyre plagiarists and you have no idea who i am
1160,4745,4745,1,i fuckin want outgt im tired of this bullshit faggot ass closet racist wannabecommunewithoutrailroad stategt cali
1161,4746,4746,0,honestly thats where im the most retarded and is why stuck as artist hoping for a fair dealermanager situation
1162,4754,4754,0,mhmm tweet bird
1163,4758,4758,1,faggot
1164,4760,4760,1,is the biggest faggot in the world
1165,4762,4762,1,just like when i call someone a nigger its not because theyre black its about how they act like a nigger
1166,4767,4767,1,hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it they love stupid people
1167,4773,4773,0,its all about you and white conservative teabaggers you all make the world go round please be our rulersstockboy
1168,4774,4774,0,anti american republicans and teabaggers stop forcing ur religion on the rest of us stockman u dont prayliar
1169,4778,4778,0,stockboyeveryone mocks you
1170,4780,4780,0,pay your taxes teabaggers
1171,4781,4781,0,you havent evolved as a human being typical meathead redneck i pity you you dont know what freedom is about
1172,4782,4782,0,wise decisionthis alfie must be a right mong
1173,4784,4784,1,bye youre a queer
1174,4789,4789,1,this is a joke right youre on here like ugh i wish i was a jap and tweeting in gook and shit and jerkin to hentai
1175,4790,4790,0,looks like a lesssquintyeyed to me hmm
1176,4791,4791,0,your mother looks like a toughasnails birdi see where you got of that from nice food too
1177,4794,4794,0,their tortillas are trash though
